시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
경기도 광명시 가학동,1***,도로,자연녹지지역,12m미만,201609,22,4,300, ,
경기도 광명시 가학동,1***,도로,자연녹지지역,12m미만,201609,22,7,530, ,
경기도 광명시 노온사동,7**,전,제1종일반주거지역,8m미만,201609,23,258,"13,240", ,
경기도 광명시 가학동,3**,전,제1종일반주거지역,8m미만,201609,23,19,"2,000", ,
경기도 광명시 노온사동,7**,전,제1종일반주거지역,8m미만,201609,23,740,"38,760", ,
경기도 광명시 가학동,3**,전,제1종일반주거지역,-,201609,23,48,"7,500", ,
경기도 광명시 소하동,3**,도로,제1종일반주거지역,8m미만,201609,26,16,"2,000", ,
경기도 광명시 노온사동,2**,전,자연녹지지역,8m미만,201609,26,100,"2,400", ,
경기도 광명시 노온사동,3**,임야,자연녹지지역,-,201609,26,1367,"22,600", ,
경기도 광명시 노온사동,3**,전,자연녹지지역,8m미만,201609,26,1906,"57,500", ,
경기도 광명시 일직동,산6*,임야,개발제한구역,-,201609,27,2945.94,"40,042",지분,
경기도 광명시 노온사동,3*,전,자연녹지지역,-,201609,28,99.18,"2,700",지분,
경기도 광명시 가학동,4**,답,자연녹지지역,8m미만,201609,29,1815,"60,000", ,
경기도 광명시 하안동,산4*,임야,개발제한구역,-,201609,30,149,"1,599",지분,
경기도 광명시 가학동,9**,도로,제1종일반주거지역,8m미만,201609,30,23,"1,600", ,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201609,30,330,"5,890",지분,
경기도 광명시 하안동,산4*,임야,개발제한구역,-,201609,30,594,"6,204",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201609,30,495,"8,747",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201610,1,66,"1,178",지분,
경기도 광명시 하안동,산4*,임야,개발제한구역,-,201610,1,231,"2,378",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201610,1,165,"2,945",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201610,1,330,"5,831",지분,
경기도 광명시 일직동,산6*,임야,개발제한구역,-,201610,5,165,"7,450", ,
경기도 광명시 하안동,8**,대,제1종일반주거지역,12m미만,201610,5,280,"80,000", ,
경기도 광명시 일직동,산6*,임야,개발제한구역,-,201610,6,82.6,"3,725",지분,
경기도 광명시 가학동,7**,전,자연녹지지역,8m미만,201610,7,940,"35,500", ,
경기도 광명시 가학동,5**,임야,자연녹지지역,25m이상,201610,7,318,"7,200", ,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201610,10,66,"1,013",지분,
경기도 광명시 소하동,1***,대,일반상업지역,25m미만,201610,13,600.8,"352,900", ,
경기도 광명시 노온사동,1**,도로,제1종일반주거지역,8m미만,201610,18,53,"3,100", ,
경기도 광명시 소하동,2**,전,제1종일반주거지역,-,201610,19,1320,"116,000", ,
경기도 광명시 소하동,3*,대,제2종일반주거지역,-,201610,19,26,"13,760", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201610,20,165,"1,568",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201610,20,231,"2,287",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201610,20,238,"2,376",지분,
경기도 광명시 가학동,8**,도로,자연녹지지역,8m미만,201610,20,241,"23,100",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201610,20,330,"3,267",지분,
경기도 광명시 가학동,3**,답,자연녹지지역,-,201610,20,721,"32,700", ,
경기도 광명시 소하동,1***,대,제1종전용주거지역,12m미만,201610,20,277,"51,010", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201610,20,661,"6,468",지분,
경기도 광명시 가학동,7**,도로,제1종일반주거지역,8m미만,201610,21,13,"1,000", ,
경기도 광명시 광명동,3**,도로,제2종일반주거지역,12m미만,201610,24,108,"6,500", ,
경기도 광명시 가학동,2**,전,자연녹지지역,-,201610,24,1000,"66,000", ,
경기도 광명시 가학동,7**,전,개발제한구역,25m미만,201610,25,499.5,"45,300",지분,
경기도 광명시 가학동,2**,전,자연녹지지역,12m미만,201610,27,2023,"135,000", ,
경기도 광명시 노온사동,4*,전,자연녹지지역,-,201610,27,827,"37,500", ,
경기도 광명시 하안동,6**,전,개발제한구역,25m미만,201610,27,26,"4,500",지분,
경기도 광명시 가학동,2**,전,자연녹지지역,-,201610,27,1000,"66,000", ,
경기도 광명시 소하동,7**,전,개발제한구역,8m미만,201610,28,242,"14,300", ,
경기도 광명시 철산동,6*,도로,제2종일반주거지역,8m미만,201610,28,7,400, ,
경기도 광명시 가학동,2**,전,자연녹지지역,-,201610,29,572,"35,000", ,
경기도 광명시 광명동,2**,도로,제2종일반주거지역,8m미만,201610,31,20,"6,244", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,165,"1,634",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201611,1,99,"1,647",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,165,"1,650",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201611,1,132,"2,332",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,238,"2,376",지분,
경기도 광명시 노온사동,6**,전,자연녹지지역,-,201611,1,331,"26,000", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,330,"3,267",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,331,"3,267",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,330,"3,300",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201611,1,198,"3,534",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,495,"4,950",지분,
경기도 광명시 노온사동,2**,전,제1종일반주거지역,25m이상,201611,1,219,"45,000", ,
경기도 광명시 가학동,3**,전,자연녹지지역,-,201611,1,992,"45,500", ,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201611,1,331,"5,890",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,661,"6,468",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,1,661,"6,600",지분,
경기도 광명시 노온사동,6**,전,자연녹지지역,25m이상,201611,1,1227,"96,460", ,
경기도 광명시 옥길동,2**,답,자연녹지지역,8m미만,201611,3,1659,"47,690", ,
경기도 광명시 노온사동,8**,답,자연녹지지역,8m미만,201611,4,1289,"34,000", ,
경기도 광명시 가학동,2**,답,자연녹지지역,8m미만,201611,5,13,"1,000", ,
경기도 광명시 가학동,3**,전,자연녹지지역,-,201611,5,1322,"60,000", ,
경기도 광명시 가학동,2**,전,자연녹지지역,8m미만,201611,5,1286,"78,000", ,
경기도 광명시 옥길동,1**,임야,개발제한구역,-,201611,7,331,"5,500",지분,
경기도 광명시 일직동,산6*,임야,개발제한구역,-,201611,7,165,"7,450",지분,
경기도 광명시 광명동,3**,잡종지,제2종일반주거지역,8m미만,201611,9,142,"10,000", ,
경기도 광명시 가학동,산8*,임야,개발제한구역,-,201611,9,1722,"2,300", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,10,238,"2,376",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,10,330,"3,234",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,10,330,"3,267",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,10,330,"3,300",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201611,10,200,"3,393",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201611,10,383,"6,368",지분,
경기도 광명시 가학동,3**,전,자연녹지지역,8m미만,201611,10,1719,"83,000", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,10,938,"9,278",지분,
경기도 광명시 옥길동,2**,답,자연녹지지역,25m이상,201611,12,205,"11,160", ,
경기도 광명시 가학동,6**,답,자연녹지지역,8m미만,201611,14,4003,"114,000", ,
경기도 광명시 소하동,3**,대,제1종일반주거지역,8m미만,201611,14,139,"39,000", ,
경기도 광명시 광명동,3**,학교용지,제1종일반주거지역,8m미만,201611,15,7,"1,900", ,
경기도 광명시 가학동,2**,전,자연녹지지역,8m미만,201611,15,571,"35,000", ,
경기도 광명시 가학동,1***,전,제1종일반주거지역,8m미만,201611,16,176,"13,634",지분,
경기도 광명시 노온사동,5**,도로,제1종일반주거지역,8m미만,201611,16,2,49, ,
경기도 광명시 광명동,3**,도로,제2종일반주거지역,8m미만,201611,16,25.45,700,지분,
경기도 광명시 광명동,3**,도로,제2종일반주거지역,8m미만,201611,16,30.25,800,지분,
경기도 광명시 가학동,산1**,임야,자연녹지지역,-,201611,17,992,"30,000", ,
경기도 광명시 옥길동,1**,전,제1종일반주거지역,8m미만,201611,18,1091,"145,587", ,
경기도 광명시 옥길동,1**,대,제1종일반주거지역,25m미만,201611,18,166,"24,103", ,
경기도 광명시 옥길동,1**,전,제1종일반주거지역,-,201611,18,2009,"247,425",지분,
경기도 광명시 노온사동,3**,도로,제1종일반주거지역,8m미만,201611,18,12,600, ,
경기도 광명시 옥길동,1**,전,제1종일반주거지역,8m미만,201611,18,500,"70,100", ,
경기도 광명시 옥길동,1**,전,제1종일반주거지역,-,201611,18,838,"77,397",지분,
경기도 광명시 옥길동,4**,임야,개발제한구역,-,201611,18,1985,"8,500", ,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201611,20,165,"2,916",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,20,330,"3,267",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,20,330,"3,300",지분,
경기도 광명시 하안동,산4*,임야,개발제한구역,-,201611,20,429,"4,667",지분,
경기도 광명시 광명동,5**,전,자연녹지지역,-,201611,21,15.33,250,지분,
경기도 광명시 일직동,산2*,임야,개발제한구역,-,201611,21,13537,"33,000",지분,
경기도 광명시 광명동,5**,전,제1종일반주거지역,8m미만,201611,21,889.33,"38,050",지분,
경기도 광명시 노온사동,2**,전,자연녹지지역,-,201611,21,1276,"41,000", ,
경기도 광명시 가학동,1**,전,자연녹지지역,-,201611,21,666,"42,000", ,
경기도 광명시 가학동,3**,임야,제1종일반주거지역,-,201611,28,69,"10,000", ,
경기도 광명시 가학동,3**,전,제1종일반주거지역,-,201611,28,48,"7,000", ,
경기도 광명시 일직동,산6*,임야,개발제한구역,-,201611,28,165,"7,450",지분,
경기도 광명시 가학동,3**,전,제1종일반주거지역,-,201611,28,59,"8,000", ,
경기도 광명시 옥길동,9*,도로,제1종일반주거지역,25m미만,201611,29,31,"9,900", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201611,30,165,"1,634",지분,
경기도 광명시 광명동,4*,도로,제2종일반주거지역,8m미만,201611,30,11,50, ,
경기도 광명시 하안동,산4*,임야,개발제한구역,-,201612,1,126,"1,173",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201612,1,165,"1,634",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201612,10,165,"1,634",지분,
경기도 광명시 소하동,2**,전,제1종일반주거지역,-,201612,10,350,"34,000", ,
경기도 광명시 가학동,7**,전,개발제한구역,25m미만,201612,12,499.5,"45,300",지분,
경기도 광명시 가학동,5**,임야,제1종일반주거지역,-,201612,14,129,"23,815", ,
경기도 광명시 가학동,5**,전,제1종일반주거지역,-,201612,14,173,"31,938", ,
경기도 광명시 가학동,5**,전,제1종일반주거지역,-,201612,14,23,"4,246", ,
경기도 광명시 가학동,3**,답,자연녹지지역,-,201612,16,594,"27,625", ,
경기도 광명시 가학동,3**,답,자연녹지지역,8m미만,201612,16,595,"27,625", ,
경기도 광명시 가학동,3**,답,자연녹지지역,-,201612,16,594,"27,625", ,
경기도 광명시 가학동,3**,답,자연녹지지역,-,201612,16,594,"27,625", ,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201612,20,165,"1,650",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201612,20,334,"3,267",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201612,20,598,"5,913",지분,
경기도 광명시 옥길동,1**,전,제1종일반주거지역,-,201612,23,107,"6,000",지분,
경기도 광명시 노온사동,5**,전,자연녹지지역,8m미만,201612,28,1181,"44,625", ,
경기도 광명시 광명동,2**,도로,제2종일반주거지역,8m미만,201701,2,7,"2,500", ,
경기도 광명시 옥길동,산1**,임야,개발제한구역,-,201701,2,769.26,"2,583",지분,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201701,2,165,"3,000",지분,
경기도 광명시 옥길동,산1**,임야,개발제한구역,-,201701,2,1328.74,"4,397",지분,
경기도 광명시 가학동,3**,대,제1종일반주거지역,12m미만,201701,2,40,"5,160",지분,
경기도 광명시 옥길동,산1**,임야,개발제한구역,-,201701,2,2017,"6,710", ,
경기도 광명시 하안동,2**,전,제1종일반주거지역,8m미만,201701,3,1193,"110,000", ,
경기도 광명시 노온사동,7**,전,자연녹지지역,25m이상,201701,5,2646,"190,000", ,
경기도 광명시 가학동,산4*,임야,자연녹지지역,-,201701,6,28.25,115, ,
경기도 광명시 가학동,산3*,임야,자연녹지지역,12m미만,201701,6,8.33,12, ,
경기도 광명시 가학동,산4*,임야,자연녹지지역,-,201701,6,38.06,161, ,
경기도 광명시 광명동,4**,전,자연녹지지역,8m미만,201701,6,59.5,"3,045",지분,
경기도 광명시 가학동,산3*,임야,자연녹지지역,12m미만,201701,6,70.18,335, ,
경기도 광명시 가학동,산4*,임야,자연녹지지역,12m미만,201701,6,2.85,4, ,
경기도 광명시 가학동,산4*,임야,자연녹지지역,12m미만,201701,6,1.14,5, ,
경기도 광명시 가학동,산4*,임야,자연녹지지역,8m미만,201701,6,7.43,68, ,
경기도 광명시 가학동,산9*,임야,자연녹지지역,8m미만,201701,6,521,"8,000",지분,
경기도 광명시 가학동,산4*,임야,자연녹지지역,12m미만,201701,6,174.43,850, ,
경기도 광명시 옥길동,1**,대,제1종일반주거지역,8m미만,201701,7,992,"105,000", ,
경기도 광명시 노온사동,3**,대,제1종일반주거지역,12m미만,201701,10,79,"16,500", ,
경기도 광명시 노온사동,산7*,임야,개발제한구역,8m미만,201701,10,132,"2,309",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201701,10,502,"4,966",지분,
경기도 광명시 광명동,산1**,임야,개발제한구역,-,201701,10,66,660,지분,
경기도 광명시 가학동,5**,답,자연녹지지역,8m미만,201701,12,3983,"132,550", ,
경기도 광명시 소하동,8**,전,제1종일반주거지역,-,201701,12,340,"42,800", ,
경기도 광명시 옥길동,1**,임야,자연녹지지역,-,201701,13,1001,"24,915", ,
경기도 광명시 옥길동,1**,임야,자연녹지지역,-,201701,13,1000,"24,915", ,
경기도 광명시 가학동,7**,전,개발제한구역,25m미만,201701,13,499.5,"48,000",지분,
경기도 광명시 노온사동,3**,전,제1종일반주거지역,-,201701,16,11,"2,600", ,
