번호,실거래정보코드,신고유형,거래원인,물건구분,계약일자,신고일자,지번주소,상세주소,단지명,동,호,토지면적(㎡),건물면적(㎡),거래금액(원),용도지역,지목,건물유형,지분여부,거래지분,매수자유형,매도자유형,매수자거주지,X좌표,Y좌표,지번코드,공부면적(㎡),용도지구,세부토지용도,이용상황,고저,형상,방위,가로조건,도로거리,지가(원/㎡),1년전지가(원/㎡),2년전지가(원/㎡),3년전지가(원/㎡),4년전지가(원/㎡)
800,"	20181120184121040019698",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 유성구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
801,"	20181120184121040020359",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 서초구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
802,"	20181120184121040019690",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,66,0,"7,800,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 양천구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
803,"	20181120184121040019746",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,761,0,"89,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
804,"	20181120184121040019664",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,33,0,"3,900,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 의정부시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
805,"	20181220184121040021100",거래신고,매매,토지만 거래,2018-11-01,2018-12-21,경기도 광명시 하안동 537-1,,,,,148,0,"17,550,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 양주시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
806,"	20181120184121040019673",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
807,"	20181120184121040019732",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 구로구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
808,"	20181120184121040019868",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 은평구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
809,"	20181120184121040019747",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 마포구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
810,"	20181120184121040019723",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,부산광역시 동래구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
811,"	20181120184121040019847",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 완주군,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
812,"	20181120184121040019992",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,132,0,"15,600,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 동두천시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
813,"	20181120184121040019742",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 전주시 덕진구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
814,"	20181120184121040020358",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
815,"	20181120184121040019748",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,전라북도 김제시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
816,"	20181120184121040019752",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,100,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,광주광역시 광산구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
817,"	20181120184121040019983",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,83,0,"9,750,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안산시 단원구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
818,"	20181120184121040019990",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 고양시 덕양구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
819,"	20181120184121040019989",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 은평구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
820,"	20181120184121040019807",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 만안구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
821,"	20181120184121040019661",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,198,0,"23,400,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,인천광역시 부평구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
822,"	20181120184121040019824",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,33,0,"3,900,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 금천구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
823,"	20181120184121040019994",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안양시 만안구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
824,"	20181120184121040019766",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,광주광역시 북구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
825,"	20181120184121040019986",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,314,0,"37,050,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,서울특별시 성동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
826,"	20181120184121040019796",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 평택시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
827,"	20181120184121040019639",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,331,0,"39,000,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 안산시 상록구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
828,"	20181120184121040019670",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,165,0,"19,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 동구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
829,"	20181120184121040019756",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,광주광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
830,"	20181120184121040020356",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,827,0,"97,500,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 용인시 처인구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
831,"	20181120184121040019727",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,330,0,"3,900,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,세종특별자치시 세종시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
832,"	20181120184121040019757",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,436,0,"51,480,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,경기도 광주시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
833,"	20181120184121040019750",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,132,0,"15,600,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,제주특별자치도 서귀포시,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
834,"	20181120184121040019713",거래신고,매매,토지만 거래,2018-11-01,2018-11-02,경기도 광명시 하안동 537-1,,,,,99,0,"11,700,000",개발제한구역,임,나지,지분없음,0.0000/0.0000,국내개인,국내법인,대전광역시 서구,187834,439514,"	4121010300105370001","35,921",,,자연림,완경사,부정형,북향,세로한면(가),지정되지않음,"38,900","38,100","36,100","35,100","34,600"
